Bank Name,city,stalp,zip,RepDte,Reporting Year,Employees,Total Assets(000),CashBalance(000),Total Liabilities/Capital (000),Liabilities(000),Deposits
"BANKFINANCIAL, NATIONAL ASSOCIATION",Olympia Fields,IL,60461,9/30/2019,2019,223,1489425,193789,1489425,1324188,1305268
"BANKFINANCIAL, NATIONAL ASSOCIATION",Olympia Fields,IL,60461,9/30/2020,2020,210,1604329,462389,1604329,1440854,1420227
"BANKFINANCIAL, NATIONAL ASSOCIATION",Olympia Fields,IL,60461,9/30/2021,2021,224,1659315,536056,1659315,1492510,1471953
BANKGLOUCESTER,Gloucester,MA,1930,9/30/2019,2019,49,278540,10743,278540,254913,233255
BANKGLOUCESTER,Gloucester,MA,1930,9/30/2020,2020,54,329398,41603,329398,304070,289901
BANKGLOUCESTER,Gloucester,MA,1930,9/30/2021,2021,55,347283,58721,347283,320350,310704
BANKORION,Orion,IL,61273,9/30/2019,2019,88,477706,42045,477706,419059,393127
BANKORION,Orion,IL,61273,9/30/2020,2020,89,572617,72768,572617,508159,468368
BANKORION,Orion,IL,61273,9/30/2021,2021,89,604608,29002,604608,540321,509011
BANTERRA BANK,Marion,IL,62959,9/30/2019,2019,383,1865514,37548,1865514,1691693,1588828
BANTERRA BANK,Marion,IL,62959,9/30/2020,2020,393,2234733,48862,2234733,2026808,1937631
BANTERRA BANK,Marion,IL,62959,9/30/2021,2021,409,2436872,46699,2436872,2208462,2176186
"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",Barrington,IL,60010,9/30/2019,2019,1026,2604075,133798,2604075,2247903,2003090
"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",Barrington,IL,60010,9/30/2020,2020,1181,3505954,90751,3505954,3090199,2563687
"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",Barrington,IL,60010,9/30/2021,2021,1217,3382070,69547,3382070,2980947,2789937
BAY STATE SAVINGS BANK,Worcester,MA,1608,9/30/2019,2019,68,424955,11659,424955,385596,356755
BAY STATE SAVINGS BANK,Worcester,MA,1608,9/30/2020,2020,72,465209,13330,465209,423806,400128
BAY STATE SAVINGS BANK,Worcester,MA,1608,9/30/2021,2021,71,488109,72321,488109,443491,426730
BAYCOAST BANK,Swansea,MA,2777,9/30/2019,2019,424,1858809,65515,1858809,1693995,1516947
BAYCOAST BANK,Swansea,MA,2777,9/30/2020,2020,479,2168622,28459,2168622,1991545,1739564
BAYCOAST BANK,Swansea,MA,2777,9/30/2021,2021,533,2249593,57911,2249593,2051172,1978652
"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",San Francisco,CA,94108,9/30/2019,2019,31,140620,32616,140620,122071,120647
"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",San Francisco,CA,94108,9/30/2020,2020,26,160317,38993,160317,142866,141803
"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",San Francisco,CA,94108,9/30/2021,2021,23,179511,59438,179511,160214,159430
BEARDSTOWN SAVINGS S.B.,Beardstown,IL,62618,9/30/2019,2019,13,52129,2077,52129,45947,39119
BEARDSTOWN SAVINGS S.B.,Beardstown,IL,62618,9/30/2020,2020,13,60349,6967,60349,53559,44581
BEARDSTOWN SAVINGS S.B.,Beardstown,IL,62618,9/30/2021,2021,12,68300,9674,68300,61244,51320
BELMONT BANK & TRUST COMPANY,Chicago,IL,60634,9/30/2019,2019,37,533573,55904,533573,478835,476151
BELMONT BANK & TRUST COMPANY,Chicago,IL,60634,9/30/2020,2020,36,732232,111833,732232,656978,645679
BELMONT BANK & TRUST COMPANY,Chicago,IL,60634,9/30/2021,2021,39,862147,182944,862147,775762,766492
BEN FRANKLIN BANK OF ILLINOIS,Arlington Height,IL,60004,9/30/2019,2019,25,99973,10606,99973,90173,81455
BENEFICIAL STATE BANK,Oakland,CA,94612,9/30/2019,2019,234,1056166,224566,1056166,936421,852987
BENEFICIAL STATE BANK,Oakland,CA,94612,9/30/2020,2020,194,1201069,79094,1201069,1085656,1032091
BENEFICIAL STATE BANK,Oakland,CA,94612,9/30/2021,2021,197,1496354,60825,1496354,1368763,1307742
BERKSHIRE BANK,Pittsfield,MA,1201,9/30/2019,2019,1732,13504792,212766,13504792,11745513,10502442
BERKSHIRE BANK,Pittsfield,MA,1201,9/30/2020,2020,1473,12607803,930949,12607803,11431899,10561436
BERKSHIRE BANK,Pittsfield,MA,1201,9/30/2021,2021,1333,11856047,2121407,11856047,10694578,10487472
"BESSEMER TRUST COMPANY, NATIONAL ASSOCIATION",New York,NY,10111,9/30/2019,2019,556,1841070,319630,1841070,1574905,1452413
"BESSEMER TRUST COMPANY, NATIONAL ASSOCIATION",New York,NY,10111,9/30/2020,2020,590,2318528,797094,2318528,2026013,1887763
"BESSEMER TRUST COMPANY, NATIONAL ASSOCIATION",New York,NY,10020,9/30/2021,2021,595,3123987,946997,3123987,2814377,2636682
BEST HOMETOWN BANK,Collinsville,IL,62234,9/30/2019,2019,20,115624,7960,115624,104445,100761
BETTER BANKS,Peoria,IL,61615,9/30/2019,2019,70,290313,18467,290313,261091,259620
BETTER BANKS,Peoria,IL,61615,9/30/2020,2020,68,331098,33753,331098,299206,293374
BETTER BANKS,Peoria,IL,61615,9/30/2021,2021,72,404344,29115,404344,371831,370083
BEVERLY BANK,Beverly,MA,1915,9/30/2019,2019,71,502198,10316,502198,458745,434440
"BEVERLY BANK & TRUST COMPANY, NATIONAL ASSOCIATION",Chicago,IL,60643,9/30/2019,2019,156,1585403,50561,1585403,1411626,1369778
"BEVERLY BANK & TRUST COMPANY, NATIONAL ASSOCIATION",Chicago,IL,60643,9/30/2020,2020,172,1761899,108715,1761899,1581622,1530200
"BEVERLY BANK & TRUST COMPANY, NATIONAL ASSOCIATION",Chicago,IL,60643,9/30/2021,2021,168,1818590,167889,1818590,1630648,1584344
BLACKHAWK BANK & TRUST,Milan,IL,61264,9/30/2019,2019,215,1381090,73313,1381090,1202603,944755
BLACKHAWK BANK & TRUST,Milan,IL,61264,9/30/2020,2020,227,1554217,49627,1554217,1366197,1098011
BLACKHAWK BANK & TRUST,Milan,IL,61264,9/30/2021,2021,219,1742274,51434,1742274,1551098,1249094
BLUESTONE BANK,Raynham,MA,2767,9/30/2021,2021,188,1305286,115037,1305286,1172790,1163364
BMO HARRIS BANK NATIONAL ASSOCIATION,Chicago,IL,60603,9/30/2019,2019,11448,138843929,20503342,138843929,122108112,105369232
BMO HARRIS BANK NATIONAL ASSOCIATION,Chicago,IL,60603,9/30/2020,2020,10632,151532887,14616327,151532887,133661375,126012708
BMO HARRIS BANK NATIONAL ASSOCIATION,Chicago,IL,60603,9/30/2021,2021,10367,166195578,35657723,166195578,147709830,139123423
BMO HARRIS CENTRAL NATIONAL ASSOCIATION,Roselle,IL,60172,9/30/2019,2019,25,7920,7742,7920,1047,1000
BMO HARRIS CENTRAL NATIONAL ASSOCIATION,Roselle,IL,60172,9/30/2020,2020,23,7981,7801,7981,1028,1000
BMO HARRIS CENTRAL NATIONAL ASSOCIATION,Roselle,IL,60172,9/30/2021,2021,23,7998,7818,7998,1014,1000
BNB BANK,Bridgehampton,NY,11932,9/30/2019,2019,490,4735802,131218,4735802,4173714,3746503
BNB BANK,Bridgehampton,NY,11932,9/30/2020,2020,493,6322033,710467,6322033,5732577,5370526
BOSTON PRIVATE BANK & TRUST COMPANY,Boston,MA,2109,9/30/2019,2019,767,8654381,74787,8654381,7802992,6700308
BOSTON PRIVATE BANK & TRUST COMPANY,Boston,MA,2109,9/30/2020,2020,798,9399435,543113,9399435,8522301,7883262
BOSTON TRUST WALDEN COMPANY,Boston,MA,2108,9/30/2019,2019,62,51453,9986,51453,13125,500
BOSTON TRUST WALDEN COMPANY,Boston,MA,2108,9/30/2020,2020,70,52204,10062,52204,13499,500
BOSTON TRUST WALDEN COMPANY,Boston,MA,2108,9/30/2021,2021,70,62250,16941,62250,20035,500
BRICKYARD BANK,Lincolnwood,IL,60712,9/30/2019,2019,22,122310,25519,122310,107817,103312
BRICKYARD BANK,Lincolnwood,IL,60712,9/30/2020,2020,22,161310,56897,161310,146213,137688
BRICKYARD BANK,Lincolnwood,IL,60712,9/30/2021,2021,22,170048,63329,170048,154746,150263
BRIDGEWATER SAVINGS BANK,Raynham,MA,2767,9/30/2019,2019,115,622905,8366,622905,561713,532617
BRIDGEWATER SAVINGS BANK,Raynham,MA,2767,9/30/2020,2020,119,712150,38306,712150,645539,620861
BRISTOL COUNTY SAVINGS BANK,Taunton,MA,2780,9/30/2019,2019,419,2279692,48655,2279692,1963969,1906705
BRISTOL COUNTY SAVINGS BANK,Taunton,MA,2780,9/30/2020,2020,425,2745813,135015,2745814,2432559,2288667
BRISTOL COUNTY SAVINGS BANK,Taunton,MA,2780,9/30/2021,2021,326,2990438,200252,2990438,2613258,2554758
"BROADWAY FEDERAL BANK, F.S.B.",Los Angeles,CA,90036,9/30/2019,2019,61,412174,21823,412174,361111,283569
"BROADWAY FEDERAL BANK, F.S.B.",Los Angeles,CA,90036,9/30/2020,2020,65,497028,69717,497028,446767,329037
BROOKLINE BANK,Brookline,MA,2445,9/30/2019,2019,431,4979031,98491,4979031,4436469,3544406
BROOKLINE BANK,Brookline,MA,2445,9/30/2020,2020,495,5855764,185551,5855764,5267198,4420674
BROOKLINE BANK,Brookline,MA,2445,9/30/2021,2021,496,5319415,57158,5319415,4707730,4319068
BUCKLEY STATE BANK,Buckley,IL,60918,9/30/2019,2019,8,41734,4688,41734,36423,36415
BUCKLEY STATE BANK,Buckley,IL,60918,9/30/2020,2020,8,43973,9232,43973,38633,38608
BUCKLEY STATE BANK,Buckley,IL,60918,9/30/2021,2021,9,50785,4428,50785,45366,45340
BUENA VISTA NATIONAL BANK,Chester,IL,62233,9/30/2019,2019,63,207566,19322,207566,178227,173092
BUENA VISTA NATIONAL BANK,Chester,IL,62233,9/30/2020,2020,59,237910,36589,237910,206417,201354
BUENA VISTA NATIONAL BANK,Chester,IL,62233,9/30/2021,2021,58,255556,38042,255556,223372,218634
BURLING BANK,Chicago,IL,60604,9/30/2019,2019,17,132299,6035,132300,117077,115659
BURLING BANK,Chicago,IL,60604,9/30/2020,2020,16,147022,4224,147022,129509,120827
BURLING BANK,Chicago,IL,60604,9/30/2021,2021,17,220359,41758,220359,199294,193360
BUSEY BANK,Champaign,IL,61820,9/30/2019,2019,1257,7803711,185479,7803711,6665004,6381073
BUSEY BANK,Champaign,IL,61820,9/30/2020,2020,1323,10516925,471760,10516925,9129684,8788741
BUSEY BANK,Champaign,IL,61820,9/30/2021,2021,1408,12866133,877365,12866133,11280516,10895769
BYLINE BANK,Chicago,IL,60601,9/30/2019,2019,1004,5432970,108839,5432970,4672752,4088250
BYLINE BANK,Chicago,IL,60601,9/30/2020,2020,964,6490094,101078,6490094,5677717,4897790
BYLINE BANK,Chicago,IL,60601,9/30/2021,2021,967,6694301,142878,6694301,5825367,5214487
BYRON BANK,Byron,IL,61010,9/30/2019,2019,67,275837,15540,275837,246787,244779
BYRON BANK,Byron,IL,61010,9/30/2020,2020,62,325233,34164,325233,293176,287263
BYRON BANK,Byron,IL,61010,9/30/2021,2021,65,341803,47680,341803,306950,304943
"C3BANK, NATIONAL ASSOCIATION",Encinitas,CA,92024,9/30/2019,2019,37,326761,39090,326761,283685,282428
"C3BANK, NATIONAL ASSOCIATION",Encinitas,CA,92024,9/30/2020,2020,36,470493,70324,470493,422964,411772
"C3BANK, NATIONAL ASSOCIATION",Encinitas,CA,92024,9/30/2021,2021,42,654000,166404,654000,598506,596908
CALIFORNIA BANK OF COMMERCE,Lafayette,CA,94549,9/30/2019,2019,130,1094856,67661,1094856,968093,926396
CALIFORNIA BANK OF COMMERCE,Walnut Creek,CA,94597,9/30/2020,2020,142,1972944,503893,1972944,1829639,1448874
CALIFORNIA BANK OF COMMERCE,Walnut Creek,CA,94597,9/30/2021,2021,146,2049148,601050,2049148,1856965,1746379
CALIFORNIA BUSINESS BANK,Irvine,CA,92602,9/30/2019,2019,12,82653,10893,82653,70066,55286
CALIFORNIA BUSINESS BANK,Irvine,CA,92602,9/30/2020,2020,12,97413,21300,97413,85746,68136
CALIFORNIA BUSINESS BANK,Irvine,CA,92602,9/30/2021,2021,12,104337,22805,104337,92534,80834
CALIFORNIA FIRST NATIONAL BANK,Irvine,CA,92614,9/30/2019,2019,20,145422,23085,145422,76420,71214
CALIFORNIA FIRST NATIONAL BANK,Irvine,CA,92614,9/30/2020,2020,17,115713,53831,115713,57082,52364
CALIFORNIA FIRST NATIONAL BANK,Irvine,CA,92614,9/30/2021,2021,20,146610,94227,146610,102188,101715
"CALIFORNIA INTERNATIONAL BANK, N.A.",Westminster,CA,92683,9/30/2019,2019,18,45401,14646,45401,31889,24381
"CALIFORNIA INTERNATIONAL BANK, N.A.",Westminster,CA,92683,9/30/2020,2020,16,71586,28463,71586,59520,49844
"CALIFORNIA INTERNATIONAL BANK, N.A.",Westminster,CA,92683,9/30/2021,2021,16,82282,30076,82282,70898,70379
CALIFORNIA PACIFIC BANK,San Francisco,CA,94104,9/30/2019,2019,8,74560,4820,74560,41847,40883
CALIFORNIA PACIFIC BANK,San Francisco,CA,94104,9/30/2020,2020,8,89177,25042,89177,54918,54093
CALIFORNIA PACIFIC BANK,San Francisco,CA,94104,9/30/2021,2021,8,79096,18295,79096,43675,43165
CALPRIVATE BANK,La Jolla,CA,92037,9/30/2019,2019,130,999638,90108,999638,891681,827936
CALPRIVATE BANK,La Jolla,CA,92037,9/30/2020,2020,134,1243375,161107,1243375,1124704,1031653
CALPRIVATE BANK,La Jolla,CA,92037,9/30/2021,2021,162,1474186,144313,1474186,1339431,1319364
CALWEST BANK,Rancho Santa Mar,CA,92688,9/30/2019,2019,40,226463,18542,226463,200522,195362
CAMBRIDGE SAVINGS BANK,Cambridge,MA,2138,9/30/2019,2019,389,4125490,93650,4125490,3707036,3133167
CAMBRIDGE SAVINGS BANK,Cambridge,MA,2138,9/30/2020,2020,428,5194891,142937,5194891,4745042,4023459
CAMBRIDGE SAVINGS BANK,Cambridge,MA,2138,9/30/2021,2021,455,5350980,366283,5350980,4852227,4522210
CAMBRIDGE TRUST COMPANY,Cambridge,MA,2138,9/30/2019,2019,322,2841855,68907,2841855,2602703,2412039
CAMBRIDGE TRUST COMPANY,Cambridge,MA,2138,9/30/2020,2020,383,3986816,64520,3986815,3592116,3340132
CAMBRIDGE TRUST COMPANY,Cambridge,MA,2138,9/30/2021,2021,385,4483246,93477,4483246,4061324,3940180
CAMP GROVE STATE BANK,Camp Grove,IL,61424,9/30/2019,2019,5,19497,6987,19497,17201,16599
CAMP GROVE STATE BANK,Camp Grove,IL,61424,9/30/2020,2020,5,17201,6200,17201,14616,14600
CAMP GROVE STATE BANK,Camp Grove,IL,61424,9/30/2021,2021,7,19346,6739,19346,15341,15183
CAMPUS STATE BANK,Campus,IL,60920,9/30/2019,2019,4,21762,4439,21762,19268,19246
CAMPUS STATE BANK,Campus,IL,60920,9/30/2020,2020,4,21439,4888,21439,18932,18896
CAMPUS STATE BANK,Campus,IL,60920,9/30/2021,2021,4,24907,8162,24907,22429,22397
CANTON CO-OPERATIVE BANK,Canton,MA,2021,9/30/2019,2019,17,122804,22894,122805,103216,100216
CANTON CO-OPERATIVE BANK,Canton,MA,2021,9/30/2020,2020,16,138853,28133,138853,118218,115917
CANTON CO-OPERATIVE BANK,Canton,MA,2021,9/30/2021,2021,16,152637,36956,152637,131467,129251
CAPE ANN SAVINGS BANK,Gloucester,MA,1930,9/30/2019,2019,74,676529,38371,676529,519455,494766
CAPE ANN SAVINGS BANK,Gloucester,MA,1930,9/30/2020,2020,74,747829,87650,747829,584688,557914
CAPE ANN SAVINGS BANK,Gloucester,MA,1930,9/30/2021,2021,75,834026,56328,834026,661061,632814
CAPE COD CO-OPERATIVE BANK,Yarmouth Port,MA,2675,9/30/2019,2019,159,958735,50094,958735,862819,839489
CAPE COD CO-OPERATIVE BANK,Yarmouth Port,MA,2675,9/30/2020,2020,159,1126661,111435,1126661,1024285,986363
CAPE COD CO-OPERATIVE BANK,Yarmouth Port,MA,2675,9/30/2021,2021,159,1331322,311923,1331322,1221578,1198643
CAPITAL BANK AND TRUST COMPANY,Irvine,CA,92618,9/30/2019,2019,324,205057,48,205057,65734,500
CAPITAL BANK AND TRUST COMPANY,Irvine,CA,92618,9/30/2020,2020,329,203067,15384,203067,58420,500
CAPITAL BANK AND TRUST COMPANY,Irvine,CA,92618,9/30/2021,2021,177,203544,38460,203544,35251,500
CARROLLTON BANK,Carrollton,IL,62016,9/30/2019,2019,258,1919832,226869,1919832,1766478,1701722
CARROLLTON BANK,Carrollton,IL,62016,9/30/2020,2020,283,2506451,288378,2506451,2338416,2278875
CARROLLTON BANK,Carrollton,IL,62016,9/30/2021,2021,296,3023404,829457,3023404,2840075,2833118
CARTHAGE FEDERAL SAVINGS AND LOAN ASSOCIATION,Carthage,NY,13619,9/30/2019,2019,37,251050,44796,251050,223650,210031
CARTHAGE FEDERAL SAVINGS AND LOAN ASSOCIATION,Carthage,NY,13619,9/30/2020,2020,34,282355,45735,282355,252919,239457
CARTHAGE FEDERAL SAVINGS AND LOAN ASSOCIATION,Carthage,NY,13619,9/30/2021,2021,36,290212,25178,290212,259442,248588
CARVER FEDERAL SAVINGS BANK,New York,NY,10027,9/30/2019,2019,108,589778,41839,589778,523191,481154
CARVER FEDERAL SAVINGS BANK,New York,NY,10027,9/30/2020,2020,109,673051,71910,673051,611009,546913
CARVER FEDERAL SAVINGS BANK,New York,NY,10027,9/30/2021,2021,99,707304,79126,707304,641716,616096
CASEY STATE BANK,Casey,IL,62420,9/30/2019,2019,64,327892,4742,327893,293111,291503
CASEY STATE BANK,Casey,IL,62420,9/30/2020,2020,66,364095,3453,364095,325296,323439
CASEY STATE BANK,Casey,IL,62420,9/30/2021,2021,64,400182,11211,400182,359937,357862
CATHAY BANK,Los Angeles,CA,90012,9/30/2019,2019,1228,17971214,786062,17971214,15617640,14691259
CATHAY BANK,Los Angeles,CA,90012,9/30/2020,2020,1208,19000888,1431474,19000888,16555309,16065245
CATHAY BANK,Los Angeles,CA,90012,9/30/2021,2021,1171,19846076,1822825,19846076,17310998,17040010
CATLIN BANK,Catlin,IL,61817,9/30/2019,2019,20,63196,6431,63196,56880,55893
CATLIN BANK,Catlin,IL,61817,9/30/2020,2020,19,67168,7413,67168,59975,58828
CATLIN BANK,Catlin,IL,61817,9/30/2021,2021,21,73983,17370,73983,65699,64801
CATSKILL HUDSON BANK,Monticello,NY,12701,9/30/2019,2019,96,525224,66182,525224,487570,486944
CATSKILL HUDSON BANK,Monticello,NY,12701,9/30/2020,2020,89,591935,106867,591935,551822,550932
CATSKILL HUDSON BANK,Monticello,NY,12701,9/30/2021,2021,87,595749,39030,595749,555488,554381
CATTARAUGUS COUNTY BANK,Little Valley,NY,14755,9/30/2019,2019,66,251356,11760,251356,228771,224456
CATTARAUGUS COUNTY BANK,Little Valley,NY,14755,9/30/2020,2020,60,292251,12468,292251,268586,258962
CATTARAUGUS COUNTY BANK,Little Valley,NY,14755,9/30/2021,2021,62,323990,31204,323990,299338,289694
CAYUGA LAKE NATIONAL BANK,Union Springs,NY,13160,9/30/2019,2019,24,153844,11438,153844,140129,138539
CAYUGA LAKE NATIONAL BANK,Union Springs,NY,13160,9/30/2020,2020,24,186462,10504,186462,171202,169820
CAYUGA LAKE NATIONAL BANK,Union Springs,NY,13160,9/30/2021,2021,30,228889,11752,228889,207186,205704
CENTRAL BANK ILLINOIS,Geneseo,IL,61254,9/30/2019,2019,165,919878,23988,919878,812995,715680
CENTRAL BANK ILLINOIS,Geneseo,IL,61254,9/30/2020,2020,165,956978,28287,956978,844684,738492
CENTRAL BANK ILLINOIS,Geneseo,IL,61254,9/30/2021,2021,168,1094117,26786,1094117,973768,865441
CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,Cicero,IL,60804,9/30/2019,2019,49,187869,33059,187869,168696,147827
CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,Cicero,IL,60804,9/30/2020,2020,48,191652,41145,191652,171895,155380
CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,Cicero,IL,60804,9/30/2021,2021,49,198210,29407,198210,178151,165364
"CENTRAL SAVINGS, F.S.B.",Chicago,IL,60657,9/30/2019,2019,24,103572,7469,103572,75550,74662
"CENTRAL SAVINGS, F.S.B.",Chicago,IL,60657,9/30/2020,2020,25,116164,17841,116164,87980,83246
"CENTRAL SAVINGS, F.S.B.",Chicago,IL,60657,9/30/2021,2021,22,114436,19612,114436,86092,80434
CENTRAL STATE BANK,Clayton,IL,62324,9/30/2019,2019,32,144220,9443,144220,122309,114706
CENTRAL STATE BANK,Clayton,IL,62324,9/30/2020,2020,30,161352,33324,161352,138706,129332
CENTRAL STATE BANK,Clayton,IL,62324,9/30/2021,2021,31,176739,46458,176739,152771,145983
CENTRAL VALLEY COMMUNITY BANK,Fresno,CA,93720,9/30/2019,2019,270,1583970,42947,1583970,1347481,1311541
CENTRAL VALLEY COMMUNITY BANK,Fresno,CA,93720,9/30/2020,2020,287,1950121,86863,1950121,1710501,1681879
CENTRAL VALLEY COMMUNITY BANK,Fresno,CA,93720,9/30/2021,2021,246,2347934,67461,2347934,2097799,2059446
"CENTRUST BANK, NATIONAL ASSOCIATION",Northbrook,IL,60062,9/30/2019,2019,27,125844,4851,125844,113621,108099
"CENTRUST BANK, NATIONAL ASSOCIATION",Northbrook,IL,60062,9/30/2020,2020,28,164444,9249,164444,146020,125614
"CENTRUST BANK, NATIONAL ASSOCIATION",Northbrook,IL,60062,9/30/2021,2021,28,158810,27971,158810,139332,130794
CENTURY BANK AND TRUST COMPANY,Somerville,MA,2145,9/30/2019,2019,429,5282207,334121,5282207,4931960,4342179
CENTURY BANK AND TRUST COMPANY,Somerville,MA,2145,9/30/2020,2020,426,6279089,412580,6279089,5896016,5416881
CENTURY BANK AND TRUST COMPANY,Somerville,MA,2145,9/30/2021,2021,399,7112322,589984,7112322,6687355,6206208
CHAMPLAIN NATIONAL BANK,Elizabethtown,NY,12932,9/30/2019,2019,69,379998,19118,379998,349952,341826
CHAMPLAIN NATIONAL BANK,Elizabethtown,NY,12932,9/30/2020,2020,66,403031,12328,403031,368012,358816
CHAMPLAIN NATIONAL BANK,Elizabethtown,NY,12932,9/30/2021,2021,70,469563,35968,469563,431085,421683
CHARLES RIVER BANK,Medway,MA,2053,9/30/2019,2019,45,251824,28005,251824,231309,212331
CHARLES RIVER BANK,Medway,MA,2053,9/30/2020,2020,45,281557,19030,281557,259041,247681
CHARLES RIVER BANK,Medway,MA,2053,9/30/2021,2021,47,327771,52845,327771,305045,301569
CHEMUNG CANAL TRUST COMPANY,Elmira,NY,14902,9/30/2019,2019,352,1789350,145473,1789349,1615722,1581705
CHEMUNG CANAL TRUST COMPANY,Elmira,NY,14902,9/30/2020,2020,331,2160200,149117,2160200,1969518,1926741
CHEMUNG CANAL TRUST COMPANY,Elmira,NY,14902,9/30/2021,2021,327,2412643,60615,2412643,2214697,2177933
CHESTER NATIONAL BANK,Chester,IL,62233,9/30/2019,2019,16,61361,1716,61361,52719,52560
CHESTER NATIONAL BANK,Chester,IL,62233,9/30/2020,2020,16,67446,12524,67446,59478,55328
CHESTER NATIONAL BANK,Chester,IL,62233,9/30/2021,2021,16,65098,13427,65098,58745,58529
CHESTERFIELD STATE BANK,Chesterfield,IL,62630,9/30/2019,2019,5,17151,4151,17151,15231,14725
CHESTERFIELD STATE BANK,Chesterfield,IL,62630,9/30/2020,2020,5,18002,5764,18002,16044,16035
CHESTERFIELD STATE BANK,Chesterfield,IL,62630,9/30/2021,2021,5,21825,6401,21825,19685,19679
"CHINO COMMERCIAL BANK, N.A.",Chino,CA,91710,9/30/2019,2019,50,235309,5543,235309,210273,188657
"CHINO COMMERCIAL BANK, N.A.",Chino,CA,91710,9/30/2020,2020,49,303332,58948,303332,276512,244746
"CHINO COMMERCIAL BANK, N.A.",Chino,CA,91710,9/30/2021,2021,53,369712,123449,369712,333923,317133
CIBC BANK USA,Chicago,IL,60603,9/30/2019,2019,1678,31742815,951348,31742815,25603535,23172370
CIBC BANK USA,Chicago,IL,60603,9/30/2020,2020,1671,39464720,4229451,39464720,32662659,30575170
CIBC BANK USA,Chicago,IL,60603,9/30/2021,2021,1727,45859037,8531080,45859037,38567065,36277822
CIBM BANK,Champaign,IL,61821,9/30/2019,2019,182,692392,9582,692392,608179,563100
CIBM BANK,Champaign,IL,61821,9/30/2020,2020,176,785559,30544,785559,693887,595146
CIBM BANK,Champaign,IL,61821,9/30/2021,2021,179,768084,69217,768084,689319,647279
"CIT BANK, NATIONAL ASSOCIATION",Pasadena,CA,91103,9/30/2019,2019,3116,45380876,1463672,45380876,40216834,36764650
"CIT BANK, NATIONAL ASSOCIATION",Pasadena,CA,91103,9/30/2020,2020,3801,55419466,6490414,55419466,50493757,45639288
"CIT BANK, NATIONAL ASSOCIATION",Pasadena,CA,91103,9/30/2021,2021,3378,48720884,4377364,48720884,43372782,40856213
